,unique_id,data_folder,batch_size,max_epochs,cuda,result_folder,model_name,init_lr,weight_decay,band_pass,electrodes,sampling_rate,n_seconds_valid_set,n_seconds_test_set,data
89,KcszuF5EdDLEY9XHiXWC5S,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*z',256,180,180,onlyEEGData
90,dn9b7b39nzuhTXxRzq8NNM,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*z',256,180,180,RobotEEGAux
91,5jsbSkiRQaRG9PnKhukm5N,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*z',256,180,180,RobotEEG
92,Bwn6Vtap9omDuUNwyMW4Jf,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*C*',256,180,180,onlyEEGData
93,uPrxB4QThPrPns5M4iULWf,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*C*',256,180,180,RobotEEGAux
94,39o9WXYfD7Z7dYuSR7MFJN,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[0, 4]'",'*C*',256,180,180,RobotEEG
95,CcsuJ9WYbqhZvysK2d3844,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*',256,180,180,onlyEEGData
96,7WiLYhxkSQfPYdnf56hYGC,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*',256,180,180,RobotEEGAux
97,ryprSsLXD97wmHzvaNgtDS,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*',256,180,180,RobotEEG
98,eVN2LFyzZeDq8KPnGxVK5R,/data/schirrmr/fiederer/nicebot/data,64,200,True,/data/schirrmr/fiederer/nicebot/results,deep4,0.001,0,"'[4, 8]'",'*z',256,180,180,onlyEEGData
